sno	Title	Headline	ShortDesc	Category	Location	Country	US	Distance	Count_update	Count_comment	Count_funder	Count_photo	Amount_goal	Amount_Raised	Amount_currency	Ratio	Time_Left	Current	Type	Start_year	Start_month	Start_day	End_year	End_month	End_day	Duration	Min_perk	No_min_perk	Max_perk	No_max_perk	Median_perk	No_med_perk	Total_perk	FB_like	FB_talking	Tweet_follow	Tweet_status	Youtube_avg_duration	Youtube_avg_view_count	Youtube_avg_rating
158	cin0swirl-help-us-open-chi0-s-first-cin0mon-roll-shop		 An  American  family  living  in  Shanghai  with  a  dream  to  open  Chi0's  very  first  Cin0mon  Roll  shop!  Offering  the  best  of  Chi0  for  the  best  perks  ever! 	Food	 Shanghai,  Chi0 	Chi0	0	0	1	13	46	2	75000	4466	 SD   	0.0595466667	0	1	 FlexibleFunding   	2013	6	5	2013	8	2	5011200	10	15	1950	0	175	6	13	0	0	13	26	0	0	0
161	sweet-pea-gardens-an-organic-herbal-tea-farm	 Sweet  Pea  Gardens-  An  Organic  Herbal  Tea  Farm 	 Our  small  farm  needs  to  branch  out  in  order  to  produce  more  high-quality  herbal  tea  and  provide  people  with  the  tools  and  information  to  grow  their  own. 	Food	 EUREKA,  California,  United  States 	United States	0	0	10	31	52	12	5200	4350	 SD   	0.8365384615	0	1	 FlexibleFunding   	2013	1	9	2013	2	22	3801600	5	2	150	1	30	7	9	0	0	0	0	339.75	506369.75	0
165	it-s-a-win-win-for-a-new-chocolate-winnower	 It's  a  Win  Win  for  a  New  Chocolate  Winnower! 	 And  it  Equals  Better  Organic      Fair  Trade  Chocolate  for  Everyone! 	Food	 Cobble  Hill,  British  Columbia,  Ca0da 	Ca0da	0	0	5	7	43	6	10000	4243	 SD   	0.4243		1	 FlexibleFunding   	2013	11	3	2013	12	6	2851200	8	1	5000	0	90	0	18	7582	12	1772	838	605.15	635718.35	0
170	help-save-heritage-livestock-breeds-with-broad-river-pastures		 Livestock  breeds  worldwide  are  disappearing  at  the  rate  of  5%  a  year,  or  as  many  as  six  breeds  a  month.  Help  us  preserve  diversity  in  our  food  and  fiber  supply! 	Food	 Elberton,  Georgia,  United  States 	United States	0	0	8	21	67	25	6000	4093	 SD   	0.6821666667	0	1	 FlexibleFunding   	2013	8	2	2013	9	7	3110400	5	1	475	0	57.5	0	20	98	1	0	0	596.85	25334.55	0
172	commonwealth-bistro	 Commonwealth  Bistro 	 Commonwealth  -  A  Kentucky  Bistro,  dreams  of  bringing  locally-sourced  and  historically-inspired  food  to  Covington. 	Food	 Covington,  Kentucky,  United  States 	United States	0	0	0	3	36		25000	4075	 SD   	0.163	24	1	 FlexibleFunding   	2013	11	15	2013	12	30	3888000	5	1	2500	0	200	0	14	325	37	0	0	0	0	0
174	oddfellows-ice-cream-co	 OddFellows  Ice  Cream  Co. 	 Old-fashion  ice  cream  served  up  with  a  modern  twist  by  Sam  Mason 	Food	 Brooklyn,  New  York,  United  States 	United States	0	0	10	5	84	7	15000	4055	 SD   	0.2703333333	0	1	 FlexibleFunding   	2013	4	21	2013	5	21	2592000	10	8	5000	0	100	4	12	1985	182	1050	339	0	0	0
178	pachamama-cookery--3	 Pachamama  Cookery 	 Specializing  in  pierogies  and  all  things  0tural.  Help  us  go  big  time,  Bay  Area! 	Food	 San  Francisco,  California,  United  States 	United States	0	0	2	37	54	2	3999	4001	 SD   	1.000500125	0	1	 FlexibleFunding   	2011	5	23	2011	7	24	5356800	5	1	999	0	87.5	0	10	0	0	0	0	674.6	543443.7	0
181	support-comestible-catering--2	 Support  Comestible  Catering!!! 	 The  time  has  come,  to  humbly  ask  our  friends,  to  help  us  take  Comestible  Catering  to  the  next  level. 	Food	 San  Francisco,  California,  United  States 	United States	0	0	0	3	27		10000	3976	 SD   	0.3976	24	1	 FlexibleFunding   	2013	10	31	2013	12	30	5184000	100	8	1000	1	500	0	3	208	2	0	0	0	0	0
184	succotashed-farm-to-fork-cafe-in-siler-city	 Succotashed  --  Farm  to  Fork  Cafe  in  Siler  City! 	 Siler  City's  food  revolution  starts  here!    Help  us  outfit  our  kitchen  to  bring  the  local,  sustai0ble  foods  of  Chatham  County  to  our  Cafe! 	Food	 Siler  City,  North  Caroli0,  United  States 	United States	0	0	13	28	58	3	9500	3935	 SD   	0.4142105263	0	1	 FlexibleFunding   	2013	2	4	2013	3	22	3974400	10	4	1000	1	62.5	0	4	0	0	0	0	0	0	0
186	cuis-in-is-growing-going-organic	 CUIS'IN  IS  GROWING      GOING  ORGANIC 	 """French  food  high  end  family  style  catering  business""" 	Food	 New  York  City,  New  York,  United  States 	United States	0	0	3	7	9		100000	3895	 SD   	0.03895	0	1	 FlexibleFunding   	2012	8	31	2012	10	15	3888000	150	0	10000	0	5000	0	11	0	0	28	51	0	0	0
188	billboard-for-surge-soda	 BILLBOARD  FOR  SURGE  SODA! 	 Tell  Coke  you  want  it  back  in  the  loudest  way  possible! 	Food	 Atlanta,  Georgia,  United  States 	United States	0	0	0	61	143		3745	3837	 SD   	1.0245660881	0	1	 FlexibleFunding   	2012	9	19	2013	1	5	9331200	20	44	50	18	35	0	2	0	0	0	0	0	0	0
192	help-fund-the-cocktail-tour	 Help  Fund  The  Cocktail  Tour 	 Come  drink  in  the  story  of  New  Orleans 	Food	 New  Orleans,  Louisia0,  United  States 	United States	0	0	5	47	82	7	3000	3785	 SD   	1.2616666667	0	1	 FlexibleFunding   	2012	3	7	2012	4	11	3024000	10	3	500	0	50	34	5	0	0	0	0	0	0	0
195	aisle-won	 Aisle  Won 	 "Aisle  Won  is  a  mobile  technology  solution  that  connects  people  living  in  ""food  deserts""  with  local  farms,  creating  better  options  for  healthier  eating." 	Food	 Baltimore,  Maryland,  United  States 	United States	0	0	19	4	47	17	6000	3735	 SD   	0.6225	0	1	 FlexibleFunding   	2013	4	23	2013	6	7	3888000	25	5	225	2	90	0	4	0	0	0	0	0	0	0
199	velvet-coffee-haus-is-raising-seed-capital-buy-existing-coffee-shop-santa-fe-nm		 Our  Campaign  is  to  raise  $40K  for  a  loan  to  purchase  existing  Coffee  Shop  in  Santa  Fe,  NM!    We  Need  Your  Help!  Your  help  will  benefit  communities  worldwide! 	Food	 Santa  Fe,  United  States 	United States	0	0	0	16	63	1	40000	3676	 SD   	0.0919	0	1	 FlexibleFunding   	2013	1	18	2013	3	16	4924800	10	1	5000	0	30	6	11	0	0	110	18	0	0	0
202	luck-local-urban-craft-kitchen	 LUCK  -  Local  Urban  Craft  Kitchen 	 A  Craft  Beer  Inspired  Kitchen      Bar 	Food	 Dallas,  Texas,  United  States 	United States	0	0	0	27	35		50000	3652	 SD   	0.07304	0	1	 FlexibleFunding   	2012	11	5	2013	3	5	10368000	5	1	10000	0	42.5	0	8	0	0	0	0	0	0	0
205	small-potatoes-the-expansion	 Small  Potatoes:  The  Expansion 	 Connecting  Small  Scale  Producers  and  the  Market 	Food	 Syracuse,  New  York,  United  States 	United States	0	0	10	49	78	2	3645	3649	 SD   	1.0010973937	0	1	 FlexibleFunding   	2011	3	17	2011	5	13	4924800	1	1	1000	0	35	0	12	0	0	0	0	0	0	0
207	our-hearts-beat-hunger-a-new-vision-for-nello-s-tomato-sauce		 This  campaign  is  about  something  bigger  than  just  funding  a  business.  It's  about  radically  shifting  the  vision  of  one.  Come  on  in,  learn  how. 	Food	 Raleigh,  North  Caroli0,  United  States 	United States	0	0	8	8	52	4	50000	3623	 SD   	0.07246	0	1	 FlexibleFunding   	2013	5	1	2013	6	9	3369600	15	10	2500	0	212.5	0	12	0	0	0	0	0	0	0
210	farming-at-the-bottom-of-the-pyramid-for-the-bottom-of-the-pyramid		 This  is  all  about  supporting  farmers  living  on  subsistence.  Together,  we  can  help  them  produce  extra  rice,  to  feed  their  families  and  send  their  kids  to  school 	Food	 Tormabum,  Sierra  Leone 	Sierra Leone	0	0	0	14	43		39000	3609	 SD   	0.0925384615	0	1	 FlexibleFunding   	2013	7	12	2013	8	31	4320000	10	2	5000	0	375	0	8	507	0	57	20	0	0	0
216	the-gravy-train	 The  Gravy  Train 	 The  Gravy  Train  is  a  small  Toronto  restaurant  concept  designed  to  cater  to  the  desire  for  dunking  delectable  food  into  delicious  dips!  Help  make  it  happen! 	Food	 Toronto,  Ontario,  Ca0da 	Ca0da	0	0	12	31	51	7	20000	3525	 SD   	0.17625	0	1	 FlexibleFunding   	2012	10	31	2013	1	29	7776000	5	1	2000	0	87.5	0	12	233	0	238	253	0	0	0
218	eat-cupcakes-save-animals	 Eat  Cupcakes!  Save  Animals! 	 Sweet  Cheeks  Vegan  Bakery 	Food	 New  York,  New  York,  United  States 	United States	0	0	1	28	60	1	5000	3511	 SD   	0.7022	0	1	 FlexibleFunding   	2011	9	9	2011	10	15	3110400	13	11	1000	0	150	1	11	0	0	0	0	0	0	0
220	our-harvest-cooperative-the-cincin0ti-food-hub	 Our  Harvest  Cooperative-  the  Cincin0ti  Food  Hub 	 Help  Our  Harvest  grow  farmers,  food,  and  jobs  by  hiring  another  food  hub  worker! 	Food	 Cincin0ti,  Ohio,  United  States 	United States	0	0	0	4	53	7	36000	3465	 SD   	0.09625	0	1	 FlexibleFunding   	2013	6	17	2013	8	1	3888000	5	2	5000	0	87.5	0	14	194	1	0	0	0	0	0
223	cocoa-cin0mon-pre-buy-shop-credit-and-help-us-match-our-city-grant		 You  may  have  seen  our  progress  at  420  W.  Geer  Street.    Help  us  match  our  city  grant  by  pre-buying  shop  credits! 	Food	 Durham,  North  Caroli0,  United  States 	United States	0	0	8	29	86	1	10000	3366	 SD   	0.3366	0	1	 FlexibleFunding   	2012	8	3	2012	8	23	1728000	10	7	1000	0	50	21	9	0	0	0	0	0	0	0
225	doc-s-of-the-bay	 Doc's  of  the  Bay 	 Help  a  forthcoming  food  truck  slanging  American  comfort  food  afford  its  San  Francisco  permits  so  we  can  sell  in  your  'hood! 	Food	 San  Francisco,  California,  United  States 	United States	0	0	4	45	74	10	3073	3340	 SD   	1.0868857794	0	1	 FlexibleFunding   	2011	2	6	2011	3	24	3974400	10	52	500	0	150	0	4	0	0	0	0	122	866.2	0
227	pocotaligo-rum-the-spirit-of-the-lowcountry	 Pocotaligo  Rum:    The  Spirit  of  the  Lowcountry! 	 Pocotaligo  (read  po-co-TAL-igo)  is  a  rum  that  is  born  in  Bluffton  and  bred  on  Barbados.    We  need  your  help  to  import  our  first  batch  of  Pocotaligo. 	Food	 Bluffton,  South  Caroli0,  United  States 	United States	0	0	4	20	24	5	40000	3335	 SD   	0.083375	0	1	 FixedFunding   	2012	4	9	2012	5	26	4060800	1	0	10000	0	175	0	12	0	0	0	0	0	0	0
231	tour-of-pie	 Tour  of  Pie 	 Saving  the  world  one  pie  at  a  time 	Food	 Chicago,  Illinois,  United  States 	United States	0	0	6	61	75	11	6500	3301	 SD   	0.5078461538	0	1	 FlexibleFunding   	2011	10	9	2011	12	7	5097600	1	1	10000	0	87.5	0	12	0	0	0	0	0	0	0
233	give-broccoli-smiles-food-literacy-to-kids	 Give  Broccoli  Smiles      Food  Literacy  to  Kids 	 Give  low-income  kids  a  lifetime  of  healthy  eating  habits! 	Food	 Sacramento,  California,  United  States 	United States	0	0	7	27	36	9	11000	3285	 SD   	0.2986363636	0	1	 FlexibleFunding   	2012	11	8	2013	1	1	4665600	25	7	5000	0	375	0	8	1131	132	0	0	0	0	0
235	campaign-2-moms-with-heart-and-food	 CAMPAIGN  2  Moms  with  heart  and  food 	 Just  in  case  there  were  folks  who  missed  round  one...this  campaign  aims  to  get  hot  meals  into  areas  affected  by  Hurricane  Sandy 	Food	 New  York,  New  York,  United  States 	United States	0	0	0	11	17		15000	3270	 SD   	0.218	0	1	 VerifiedNonprofit  ,    Flexible  Funding   	2012	11	20	2012	11	30	864000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238	american-lighthouse-restaurant	 American  Lighthouse  Restaurant 	 Help  bring  a  new  fun  culture  to  Austria! 	Food	 Wolfsberg,  Austria 	Austria	0	0	0	7	12		9500	3250	 SD   	0.3421052632	0	1	 FlexibleFunding   	2011	10	17	2011	11	28	3628800	10	1	1000	1	75	0	6	0	0	0	0	0	0	0
243	me-and-mine	 Me  and  Mine 	 Me  and  Mine'  is  a  new  restaurant  making  simple,  honest,  local  food.  We've  teamed  up  with  Bryan  Lee  O'Malley  to  commemorate  our  opening  with  this  shirt. 	Food	 Toronto,  Ontario,  Ca0da 	Ca0da	0	0	0	7	47		15000	3150	 AD   	0.21	0	1	 FlexibleFunding   	2013	8	13	2013	9	12	2592000	50	47	50	47	50	47	1	0	0	0	0	0	0	0
246	black-rock-city-farmers-market-at-burning-man-2011	 Black  Rock  City  Farmers  Market  at  Burning  Man  2011 	 Bringing  farm  fresh  produce  to  the  most  inhospitable  place  on  earth. 	Food	 San  Francisco,  California,  United  States 	United States	0	0	3	55	67		2000	3135	 SD   	1.5675	0	1	 FlexibleFunding   	2011	7	6	2011	8	3	2419200	10	9	200	2	150	0	11	1217	0	0	0	0	0	0
249	eat-well-live-well-choose-local	 Eat  Well,  Live  Well.  Choose  Local 	 Join  us  in  the  countdown  to  December  2013  when  we  open  our  doors!  Do0te  to  help  us  strengthen  our  community  programs  and  to  give  back  to  our  community. 	Food	 Almonte,  Ontario,  Ca0da 	Ca0da	0	0	6	3	33		15000	3120	 AD   	0.208	3	1	 FlexibleFunding   	2013	10	10	2013	12	9	5184000	5	4	1000	1	100	10	5	0	0	0	0	0	0	0
252	oasis-raspados-you-deserve-it	 Oasis  Raspados--You  Deserve  It! 	 Oasis  Raspados  specializes  in  unique  and  unrivaled  Mexican-style,  fresh  fruit  sno  cones  called  Raspados. 	Food	 Miami,  Florida,  United  States 	United States	0	0	1	33	52	4	5143	3030	 SD   	0.5891503014	0	1	 FlexibleFunding   	2012	7	10	2012	7	30	1728000	1	1	100	11	20	9	5	0	0	0	0	0	0	0
254	songbird-farm-s-stone-ground-cornmeal-campaign	 Songbird  Farm's  Stone-Ground  Cornmeal  Campaign 	 Help  us  buy  a  small  stone  mill  to  grind  our  heirloom  cornmeal  and  heritage  wheat  flour  on  our  farm. 	Food	 Starks,  Maine,  United  States 	United States	0	0	4	13	53	5	2500	3010	 SD   	1.204	0	1	 FlexibleFunding   	2013	6	29	2013	7	24	2160000	10	7	1000	0	75	0	6	0	0	0	0	0	0	0
257	send-marcus-to-the-world-food-championship	 Send  Marcus  to  the  World  Food  Championship 	 Bodega's  head  chef  needs  your  help  to  get  to  the  World  Food  Championship  in  Las  Vegas 	Food	 Columbus,  Ohio,  United  States 	United States	0	0	0	6	46		3000	3000	 SD   	1	0	1	 FlexibleFunding   	2013	10	22	2013	10	28	518400	10	8	150	12	50	8	3	0	0	0	0	0	0	0
259	yorganic-chef	 Yorganic  Chef 	 Yorganic  Chef-as  in  Your  Organic  Chef-delivers  fresh,  ready-made  gourmet  meals  to  your  door.    You  choose  the  meals  you  want.    We  deliver  them. 	Food	 Los  Angeles,  California,  United  States 	United States	0	0	0	8	27		185000	2900	 SD   	0.0156756757	4	1	 FlexibleFunding   	2013	10	11	2013	12	10	5184000	25	1	100000	0	475	0	12	0	0	0	0	0	0	0
261	phoney-baloney-s-coconut-bacon-pre-sale-and-start-up-do0tions		 Since  we  closed  in  November,  we  have  been  hard  at  work  to  launch  our  Coconut  Bacon  in  retail  packages.  We've  got  it  figured  out  now,  so  pre-order  it  or  do0te! 	Food	 Los  Angeles,  California,  United  States 	United States	0	0	0	23	136		1200	2900	 SD   	2.4166666667	0	1	 FlexibleFunding   	2013	1	22	2013	2	5	1209600	5	0	20	134	12.5	0	2	0	0	802	1719	0	0	0
263	help-bring-square-ice-cream-cones-to-the-masses	 Help  bring  square  ice  cream  cones  to  the  masses! 	 Delicious  square  ice  cream  cones  and  cin0mon  rolls.  Everybody  loves  square  ice  cream  cones. 	Food	 0shville,  Tennessee,  United  States 	United States	0	0	8	11	9	8	152958	2851	 SD   	0.0186391035	0	1	 FlexibleFunding   	2012	10	21	2012	12	5	3888000	1	0	2500	1	42.5	0	10	0	0	0	0	0	0	0
267	help-us-share-the-buzz	 Help  Us  Share  The  Buzz 	 As  a  lover  of  all  things  almonds  and  maker  of  delicious  almond  butter,  we  need  to  protect  the  honey  bees!  Without  honey  bees,  there  would  be  no  almonds! 	Food	 Boulder,  Colorado,  United  States 	United States	0	0	0	15	88	2	2500	2815	 SD   	1.126	0	1	 VerifiedNonprofit  ,    Flexible  Funding   	2013	6	12	2013	6	25	1123200	5	1	50	33	20	34	5	0	0	1365160	35146	0	0	0
269	growing-food-and-sustai0bility	 Growing  Food  and  Sustai0bility 	 We  are  training  and  inspiring  a  new  generation  of  youth  leaders  to  create  their  own  solutions  to  the  world’s  challenges. 	Food	 Middleton,  Wisconsin,  United  States 	United States	0	0	14	7	66	5	2500	2780	 SD   	1.112	0	1	 VerifiedNonprofit  ,    Flexible  Funding   	2013	3	25	2013	5	1	3196800	10	12	250	1	100	4	5	0	0	94	647	0	0	0
271	exceptio0l-desserts-by-marybeth-support-a-local-artisan-business		 """Just  like  love...0tural,  delicious,  irresistible.""    Help  Exceptio0l  Desserts  by  Marybeth  serve  farmers'  markets,  select  locations,  and  online  shoppers." 	Food	 Los  Angeles,  California,  United  States 	United States	0	0	5	4	46	18	37580	2776	 SD   	0.0738690793	25	1	 FlexibleFunding   	2013	11	1	2013	12	31	5184000	10	2	3000	0	375	0	10	277	19	28	25	0	0	0
273	sneakz-organic-milkshakes-with-yummy-veggie-nutrition	 Sneakz  Organic:  Milkshakes  with  Yummy  Veggie  Nutrition 	 Milk  drinks  for  kids  with  a  full  serving  of  vegetables,  deliciously  disguised! 	Food	 Denver,  Colorado,  United  States 	United States	0	0	1	28	42	8	5000	2735	 SD   	0.547	0	1	 FlexibleFunding   	2012	10	23	2012	11	22	2592000	5	0	425	1	87.5	0	10	0	0	0	0	0	0	0
277	sovereign-grounds-coffee-house-playground-expansion	 Sovereign  Grounds  Coffee  House      Playground  Expansion 	 Sovereign  Grounds  is  renovating  its  coffee  shop  and  indoor  playground  to  offer  customers  and  their  children  an  even  better  space  to  play  and  enjoy  their  coffee. 	Food	 Minneapolis,  Minnesota,  United  States 	United States	0	0	0	1	40	11	20000	2715	 SD   	0.13575	0	1	 FlexibleFunding   	2013	10	17	2013	12	1	3888000	5	2	1000	0	62.5	0	10	526	16	596	89	0	0	0
279	help-us-spread-tara-s-organic-ice-cream-love	 Help  us  spread  Tara's  Organic  Ice  Cream  Love 	 Tara's  Organic  Ice  Cream  is  raising  funds  to  purchase  a  2nd  batch  freezer      a  desig0ted  delivery  vehicle.  Please  help  us  reach  our  goal. 	Food	 Berkeley,  California,  United  States 	United States	0	0	4	17	61	4	35000	2696	 SD   	0.0770285714	0	1	 FlexibleFunding   	2013	4	4	2013	5	4	2592000	10	8	5000	0	300	0	10	0	0	389	3489	0	0	0
283	baltimore-free-farm-summer-fundraiser	 Baltimore  Free  Farm  Summer  Fundraiser 	 Baltimore  Free  Farm  is  hosting  a  summer  fundraiser!  Help  us  continue  our  mission  to  bring  urban  agriculture  to  Bmore! 	Food	 Baltimore,  Maryland,  United  States 	United States	0	0	12	16	23	12	8000	2645	 SD   	0.330625	0	1	 FlexibleFunding   	2012	7	31	2012	9	29	5184000	10	3	1000	1	175	0	8	0	0	0	0	377.15	36531.6	0
286	startsmart	StartSmart	 Bringing  to  production  the  world's  first  science-based  cognitive  nutrition  bar  to  improve  focus,  learning,  task  performance  and  memory. 	Food	 Novato,  California,  United  States 	United States	0	0	1	6	13		20000	2605	 SD   	0.13025	0	1	 FlexibleFunding   	2013	4	5	2013	5	5	2592000	10	0	5000	0	100	4	7	0	0	0	0	284.666666667	291172.083333	0
288	bring-frozen-bliss-to-burning-man	 Bring  Frozen  Bliss  to  Burning  Man 	 Help  deliver  vegan  ice  cream  dessert  to  the  Black  Rock  Desert. 	Food	 San  Diego,  California,  United  States 	United States	0	0	4	71	126	1	1500	2604	 SD   	1.736	0	1	 FlexibleFunding   	2011	7	21	2011	8	15	2160000	2	8	100	4	15	26	5	0	0	0	0	0	0	0
290	fresh-from-the-farm-365-bringing-the-farmer-s-market-to-you		 Fresh  From  the  Farm  365  is  looking  to  expand!    After  a  successful  pilot  in  Northern  NJ,  we  have  plans  to  roll-out  to  the  Tri-State  area. 	Food	 Ridgewood,  New  Jersey,  United  States 	United States	0	0	0	3	16	2	20000	2570	 SD   	0.1285	43	1	 FlexibleFunding   	2013	12	3	2014	1	18	3974400	25	1	5000	0	250	3	9	286	4	197	173	0	0	0
293	mockingbird-cafe-bakery	 Mockingbird  Cafe      Bakery 	 Two  girls,  breaking  bread  and  other  things  in  the  Blue  Ridge  Mountains  of  southwest  Virginia. 	Food	 Christiansburg,  Virginia,  United  States 	United States	0	0	2	27	24	7	2500	2550	 SD   	1.02	0	1	 FlexibleFunding   	2012	3	30	2012	5	1	2764800	25	7	100	10	50	1	3	0	0	0	0	0	0	0
295	leaving-a-legacy-our-forefathers-farm	 Leaving  a  Legacy:  Our  Forefathers'  Farm 	 Be  a  part  of  a  journey  to  save  a  farm  in  jeopardy,  reunite  a  family,  and  make  a  father-son  dream  a  reality  for  generations  to  come. 	Food	 Chetek,  Wisconsin,  United  States 	United States	0	0	1	2	18	16	40000	2531	 SD   	0.063275	0	1	 FlexibleFunding   	2013	10	7	2013	11	16	3456000	20	0	5000	0	250	0	7	0	0	0	0	246.5	6.5	0
298	raise-your-standard	 Raise  Your  Standard 	 We  need  your  help  to  produce  high  quality  small  batch  spirits  to  cure  your  thirst!    You  work  hard;  treat  yourself  with  our  100%  handmade  craft  spirits! 	Food	 Milwaukee,  Wisconsin,  United  States 	United States	0	0	1	0	18	2	75000	2510	 SD   	0.0334666667	0	1	 FlexibleFunding   	2013	7	28	2013	9	16	4320000	10	1	1500	0	200	1	9	0	0	0	0	0	0	0
300	guerrilla-street-food-brick-mortar	 Guerrilla  Street  Food  Brick      Mortar 	 A  home  for  GSF  is  long  overdue.  We're  building  a  brick  and  mortar  restaurant.  With  an  expanded  menu  and  extended  hours  we  can  take  it  to  the  next  level. 	Food	 St.  Louis,  Missouri,  United  States 	United States	0	0	0	7	44	10	115000	2485	 SD   	0.0216086957	0	1	 FlexibleFunding   	2013	9	1	2013	10	31	5184000	10	2	25000	0	375	0	10	5190	104	7217	6078	0	0	0
303	peace-a-cake	 Peace  A'  Cake 	 All  0tural,  Gluten-free,  Vegan  Baked  Goods  for  a  good  cause. 	Food	 Miami,  Florida,  United  States 	United States	0	0	0	7	15	8	25000	2445	 SD   	0.0978	0	1	 FlexibleFunding   	2013	3	12	2013	5	11	5184000	5	1	10000	0	100	0	9	0	0	0	0	0	0	0
305	start-up-digital-magazine-highlights-the-food-drink-we-love		 a  digital  food  magazine  -  perso0lizing  food      drink 	Food	 Los  Angeles,  California,  United  States 	United States	0	0	1	21	43	10	11000	2439	 SD   	0.2217272727	0	1	 FlexibleFunding   	2012	3	20	2012	7	4	9158400	15	4	1500	0	125	0	6	1092	4	0	0	0	0	0
308	haight-ashbury-food-program-stock-the-pantry	 Haight  Ashbury  Food  Program  -  Stock  the  Pantry! 	 The  Haight  Ashbury  Food  Program  is  a  community  response  to  hunger.  Your  gift  today  ensures  we  can  provide  healthy  food  to  those  in  need  all  year. 	Food	 San  Francisco,  California,  United  States 	United States	0	0	1	5	30	5	20000	2405	 SD   	0.12025	0	1	 FlexibleFunding   	2012	7	27	2012	8	26	2592000	25	11	1000	0	100	3	5	11	1	0	0	0	0	0
310	montavilla-food-co-op	 Montavilla  Food  Co-op! 	 The  goal  of  the  Montavilla  Food  Co-op  is  to  open  a  store  front  for  our  community  but  first  we  need  to  raise  $20k  for  our  Market  and  Feasibility  Study. 	Food	 Portland,  Oregon,  United  States 	United States	0	0	0	10	39	3	20000	2370	 SD   	0.1185	0	1	 FlexibleFunding   	2013	6	2	2013	8	1	5184000	5	0	500	0	37.5	0	12	1192	28	308	978	0	0	0
312	7-deadly-gins-bar-and-theme-camp-at-burning-man-2013	 7  Deadly  Gins  Bar  and  Theme  Camp  at  Burning  Man  2013 	 Help  us  bring  ice-cold  Gin  +  Tonics  to  Burning  Man  again! 	Food	 Bend,  Oregon,  United  States 	United States	0	0	4	18	64	1	4000	2350	 SD   	0.5875	0	1	 FlexibleFunding   	2013	6	27	2013	8	10	3801600	10	0	500	0	50	12	9	0	0	0	0	0	0	0
316	help-the-local-comfort-truck-get-rolling	 Help  the  LoCal  Comfort  Truck  get  rolling! 	 The  LoCal  Comfort  Truck,  with  entrees  under  400  calories  and  desserts/s0cks  under  200  calories,  is  taking  over  the  bay! 	Food	 San  Jose,  California,  United  States 	United States	0	0	1	20	33	11	10000	2325	 SD   	0.2325	0	1	 FlexibleFunding   	2012	11	30	2012	12	27	2332800	25	13	1000	0	150	0	8	0	0	0	0	0	0	0
319	crumb	CRUMB	 Harnessing  the  power  of  the  atom  to  feed  your  face 	Food	 Raleigh,  North  Caroli0,  United  States 	United States	0	0	3	22	34		10000	2288	 SD   	0.2288	0	1	 FlexibleFunding   	2012	2	20	2012	4	20	5184000	50	6	500	0	300	0	12	0	0	0	0	0	0	0
322	on-the-doorstep-of-my-dream	 On  the  Doorstep  of  my  Dream 	 Creating  a  Vegetarian  Restaurant  called  Sunflower  Cafe.    It  will  be  a  fresh,  local,  farm  to  table  restaurant  with  creative  vegetarian  and  vegan  selections. 	Food	 0shville,  Tennessee,  United  States 	United States	0	0	2	22	25	6	25000	2250	 SD   	0.09	0	1	 FlexibleFunding   	2012	10	3	2012	11	10	3283200	25	5	10000	0	200	3	9	0	0	2976	366	0	0	0
324	michigo-pizza	 MiChigo  Pizza 	 Bringing  great  discounts  while  raising  capital  to  make  improvements  at  Michigo  Pizza! 	Food	 Ferndale,  Michigan,  United  States 	United States	0	0	0	10	31	4	75000	2241	 SD   	0.02988	0	1	 FlexibleFunding   	2013	9	9	2013	11	8	5184000	22	5	1500	0	100	2	10	0	0	0	0	0	0	0
326	pour-cleveland	 Pour  Cleveland 	 Pour  Cleveland  is  going  to  be  a  hand-brewed  only  coffee  bar    with  a  focus  on  quality,  education  and  community  in  the  heart  of  dowtown  Cleveland,  Ohio. 	Food	 Cleveland,  Ohio,  United  States 	United States	0	0	1	15	47		1000	2235	 SD   	2.235	0	1	 FixedFunding   	2013	3	31	2013	4	30	2592000	1	0	100	7	20	13	5	0	0	0	0	0	0	0
332	cha-cha-cha-opening-soon-in-san-juan-del-sur	 Cha  Cha  Cha  Opening  Soon  in  San  Juan  del  Sur 	 Become  a  part  of  the  Cha  Cha  Cha  family.  Help  us  add  some  spice  and  variety  to  the  San  Juan  del  Sur  food  scene. 	Food	 San  Juan  del  Sur,  Nicaragua 	Nicaragua	0	0	0	2	14		10000	2200	 SD   	0.22	0	1	 FlexibleFunding   	2013	8	21	2013	10	2	3628800	10	0	2000	0	175	0	12	323	50	0	0	0	0	0
338	operation-chicken-coop	 Operation:  Chicken  Coop 	 0me  a  chicken  and  help  create  delight  for  37  awesome  kids. 	Food	 Siem  Reap,  Cambodia 	Cambodia	0	0	0	5	61	2	1050	2125	 SD   	2.0238095238	19	1	 FlexibleFunding   	2013	11	21	2013	12	25	2937600	25	42	25	42	25	42	1	0	0	0	0	0	0	0
340	little-boo-boo-bakery-reimagine-the-marshmallow	 Little  Boo  Boo  Bakery:  Reimagine  the  Marshmallow 	 We're  bringing  our  treats  to  you  in  new  ways  and  in  new  places,  and  asking  for  your  help  to  raise  the  startup  funds  that  will  make  it  all  possible. 	Food	 New  York,  New  York,  United  States 	United States	0	0	6	10	42	12	5000	2106	 SD   	0.4212	0	1	 FlexibleFunding   	2013	5	25	2013	6	30	3110400	5	0	500	0	60	9	7	248	16	0	0	0	0	0
